,time,text,lat,lon
10,2019-07-30 16:35:20,"RT @USGSA: #TipTuesday - In an #emergency, GSAAdvantage!\xc2\xae Disaster Relief Purchasing Program provides federal agencies with supplies and eq\xe2\x80\xa6'",40.622618752038576,-74.12793152558724
11,2019-07-30 16:34:20,"RT @HoxworthUC: #CRITICAL APPEAL: Due to multiple traumas &amp; organ transplants, Hoxworth is in #emergency need of red cells from ALL #bloodt\xe2\x80\xa6'",40.561330950937226,-74.03193837895373
12,2019-07-30 16:33:01,"Do you know who to call when you need help?\xc2\xa0\n\nKnowing when to call 911, 311 or the police non-emergency line at 416\xe2\x80\xa6 https://t.co/l5Cn20nY84'",40.624399486922854,-74.00734563032516
13,2019-07-30 16:31:55,"RT @BloodAid: #Hyderabad #Emergency Need A+ #blood platelets @ Basavatarakam Indo American Cancer Hospital, Banjara Hills. Call 9989652430\xe2\x80\xa6'",40.87712306689669,-73.79856465810991
14,2019-07-30 16:29:57,"I need to go to Pakistan, ASAP @MIAuniverse help! #Emergency'",40.582322829086486,-73.97571472678875
15,2019-07-30 16:28:37,"RT @BloodAid: #Hyderabad #Emergency Need A+ #blood platelets @ Basavatarakam Indo American Cancer Hospital, Banjara Hills. Call 9989652430\xe2\x80\xa6'",40.54652046334617,-74.14258410774984
16,2019-07-30 16:27:00,"At Drain Doctor #Birmingham #Plumbing and Drainage we're proud to provide an instant response to emergency plumbing\xe2\x80\xa6 https://t.co/hwKR60luD4""",40.62400766735927,-73.96863754866172
17,2019-07-30 16:23:48,"Climate Change Is Impacting Every Aspect of Modern Life, But the Press Fails to \xe2\x80\x9cConnect the Dots\xe2\x80\x9d\xe2\x80\xa6 https://t.co/ASwut7DBEP'",40.709283765405054,-73.88321167074609
18,2019-07-30 16:21:00,"#TipTuesday - In an #emergency, GSAAdvantage!\xc2\xae Disaster Relief Purchasing Program provides federal agencies with su\xe2\x80\xa6 https://t.co/BQ5NGHhkfy'",40.59849709152694,-73.9669399692484
19,2019-07-30 16:20:40,RT @Vloneslay: I never thought id see myself asking for help until times got rough for me and my family. \xf0\x9f\x98\x94 please if you cant help us atlea\xe2\x80\xa6',40.73521328686733,-73.84292484547886
20,2019-07-30 16:20:16,Don\xe2\x80\x99t miss this opportunity to get your Emergency First Aid certificate (good for 3 years) with Vanessa Carter!\xe2\x80\xa6 https://t.co/UNyPsJIh7l',40.58442267082893,-74.23226567650377
21,2019-07-30 16:19:49,Start eliminating debt now. #shawnesaid #travelissexy #financialfreedom #money #credit #debt #emergency #fund\xe2\x80\xa6 https://t.co/C0f4PrN4j5',40.79777043524098,-73.95960485396975
22,2019-07-30 16:19:02,"RT @BloodAid: #Hyderabad #Emergency Need A+ #blood platelets @ Basavatarakam Indo American Cancer Hospital, Banjara Hills. Call 9989652430\xe2\x80\xa6'",40.629416478228734,-73.81430910927318
23,2019-07-30 16:18:47,Time is running out! Order your emergency preparedness calendars today! #prepare #disaster #emergency\xe2\x80\xa6 https://t.co/L80KLa9prS',40.60372564351687,-73.80516921990322
24,2019-07-30 16:18:05,"RT @BloodAid: #Hyderabad #Emergency Need A+ #blood platelets @ Basavatarakam Indo American Cancer Hospital, Banjara Hills. Call 9989652430\xe2\x80\xa6'",40.65334284859104,-73.87916822911258
25,2019-07-30 16:15:29,"Looking forward to meeting you at this year\xe2\x80\x99s premier event for public safety officials, #APCO2019, and discuss abo\xe2\x80\xa6 https://t.co/NhwB7MHdYP'",40.64181610371773,-74.20571936129285
26,2019-07-30 16:15:27,"RT @BloodAid: #Hyderabad #Emergency Need A+ #blood platelets @ Basavatarakam Indo American Cancer Hospital, Banjara Hills. Call 9989652430\xe2\x80\xa6'",40.82198619925259,-73.93830973066923
27,2019-07-30 16:15:24,Do you have a BBQ or another outdoor cooking appliance? Please remember in the event of a power outage that it\xe2\x80\x99s no\xe2\x80\xa6 https://t.co/RU0L92JJxr',40.8020973903051,-73.76383688601412
28,2019-07-30 16:14:21,"RT @BloodAid: #Hyderabad #Emergency Need A+ #blood platelets @ Basavatarakam Indo American Cancer Hospital, Banjara Hills. Call 9989652430\xe2\x80\xa6'",40.55205738649439,-74.21944438180293
29,2019-07-30 16:12:41,RT @CTLocksmithsLtd: #Emergency call out to #lost #key situations.\nChanged #ignition lock or supplied &amp; programmed new #remotes. https://t.\xe2\x80\xa6',40.71845321923557,-74.21780535054836
30,2019-07-30 16:11:10,"RT @BloodAid: #Hyderabad #Emergency Need A+ #blood platelets @ Basavatarakam Indo American Cancer Hospital, Banjara Hills. Call 9989652430\xe2\x80\xa6'",40.63167938023944,-74.00976660636778
31,2019-07-30 16:09:19,"RT @BloodAid: #Hyderabad #Emergency Need A+ #blood platelets @ Basavatarakam Indo American Cancer Hospital, Banjara Hills. Call 9989652430\xe2\x80\xa6'",40.76208572716419,-73.79161916699962
32,2019-07-30 16:09:00,"The myopia of #RajivGandhi in #ShahBano was the most shameful act, 2nd only to his mother's #Emergency, in independ\xe2\x80\xa6 https://t.co/3SDMm0knHI""",40.64625985127388,-73.82679954795367
33,2019-07-30 16:08:59,"RT @BloodAid: #Hyderabad #Emergency Need A+ #blood platelets @ Basavatarakam Indo American Cancer Hospital, Banjara Hills. Call 9989652430\xe2\x80\xa6'",40.833344827182074,-74.23569263250653
34,2019-07-30 16:08:46,"RT @BloodAid: #Hyderabad #Emergency Need A+ #blood platelets @ Basavatarakam Indo American Cancer Hospital, Banjara Hills. Call 9989652430\xe2\x80\xa6'",40.63219029425242,-73.773686812067
35,2019-07-30 16:06:29,"RT @BloodAid: #Hyderabad #Emergency Need A+ #blood platelets @ Basavatarakam Indo American Cancer Hospital, Banjara Hills. Call 9989652430\xe2\x80\xa6'",40.58100408941469,-74.06344974619162
36,2019-07-30 16:06:00,"RT @BloodAid: #Hyderabad #Emergency Need A+ #blood platelets @ Basavatarakam Indo American Cancer Hospital, Banjara Hills. Call 9989652430\xe2\x80\xa6'",40.724532738034625,-73.77400496782461
37,2019-07-30 16:05:54,RT @svraghunandan: @BloodAid @BloodDonorsIn @Blood_Donors_in @bloodgroups4u @NeedBloodBlr @BloodSure @Bloodhelpline @24helloblood @Indianbl\xe2\x80\xa6',40.60115427004587,-73.93315087528528
38,2019-07-30 16:05:44,RT @svraghunandan: @BloodAid @BloodDonorsIn @bloodgroups4u @Blood_Donors_in @NeedBloodBlr @BloodSure @Bloodhelpline @bloodcrosociety @24hel\xe2\x80\xa6',40.88340583173981,-73.73436807014807
39,2019-07-30 16:05:14,Both UK Subs AND 999 Co Headline EPIC and play all our favourites on December 8th. #PartyInParis #NastyNasty\xe2\x80\xa6 https://t.co/0E9ioqaObC',40.66472556162728,-73.93922347857247
40,2019-07-30 16:04:52,"RT @BloodAid: #Hyderabad #Emergency Need A+ #blood platelets @ Basavatarakam Indo American Cancer Hospital, Banjara Hills. Call 9989652430\xe2\x80\xa6'",40.63489469923728,-73.95143561247582
41,2019-07-30 16:04:17,"RT @BloodAid: #Hyderabad #Emergency Need A+ #blood platelets @ Basavatarakam Indo American Cancer Hospital, Banjara Hills. Call 9989652430\xe2\x80\xa6'",40.79861921623151,-73.9127447575653
42,2019-07-30 16:03:46,"What's in your battery box? Protect your investment! High amp circuit breakers. Superior circuit protection made in\xe2\x80\xa6 https://t.co/2nABVmHShj""",40.68480159878591,-73.84648208192985
43,2019-07-30 16:03:41,"#Hyderabad #Emergency Need A+ #blood platelets @ Basavatarakam Indo American Cancer Hospital, Banjara Hills. Call 9\xe2\x80\xa6 https://t.co/QNBHBVBoCn'",40.55958486961171,-73.7567888923382
44,2019-07-30 15:57:31,"RT @EmroApp: ""Friendship is a gift. A true gift.\nCherish and live it and make the most of it."" Thank you all for being a friend and partner\xe2\x80\xa6'",40.74267789939448,-73.87900093422529
45,2019-07-30 15:54:18,PREPaRE training is great for #schools committed to #improving and #strengthening their #schoolsafety and\xe2\x80\xa6 https://t.co/E4FxfdhHgn',40.88921474575944,-73.7824376623926
46,2019-07-30 15:45:05,NEED #EMERGENCY #HELP? #BurstPipe #DIYPlumbing? #WaterDamage? #Overflow? Call 844 EMERG-NC! Consumer Direct Insuran\xe2\x80\xa6 https://t.co/jkOyhNV9MZ',40.890254580945225,-74.17812303281949
47,2019-07-30 15:44:32,"RT @BeReadyUtah: #Prepare: @BeReadyUtah needs your help. Be an example to friends, family, co-workers, and neighbors. Show them how you hav\xe2\x80\xa6'",40.84436681744952,-74.00410299196744
48,2019-07-30 15:35:33,This is #Important in an #Emergency https://t.co/TrzizIuOt1',40.65481623732227,-74.08976130820747
49,2019-07-30 15:35:33,#WhatWouldYouDo? NEED #EMERGENCY #StormDamage HELP?#Restoration? #Reconstruction? #WaterDamage? #LightningStrike\xe2\x80\xa6 https://t.co/dd20VgaaMx',40.767171852109584,-74.16623823099545
50,2019-07-30 15:33:31,RT @DamienSorrow: Ms. Pat: Life Saving Titties\nhttps://t.co/7raJURY8JN\n#MsPat #LifeSavingTitties #ThisIsNotHappening #Emergency #AriShaffir\xe2\x80\xa6',40.54771779707232,-73.81961359507216
51,2019-07-30 15:25:20,#RESISTANCE #REDALERT #DUMPTRUMP #EMERGENCY #BREAKINGNEWS #TRUMPRUSSIA #MOSCOWMITCH\n\nShep Smith calls out Moscow Mi\xe2\x80\xa6 https://t.co/39ByLAZkPV',40.732922817669646,-74.03732236825272
52,2019-07-30 15:20:13,"#Prepare: @BeReadyUtah needs your help. Share emergency preparedness ideas with friends, family, co-workers, and ne\xe2\x80\xa6 https://t.co/tfROSBLcO3'",40.723524921149206,-73.91595542624295
53,2019-07-30 15:19:48,"My next public course is on the 16th August. It's the HSE 1 day course and you can book now - simple! #firstaid\xe2\x80\xa6 https://t.co/4zboz9INyW""",40.82641636162453,-73.7425621417515
54,2019-07-30 15:10:06,"RT @Q_Fill: Tough times don't last. Tough and prepared people do.\nhttps://t.co/dYG8WMj2iP\n\n#preparedness #hurricaneprep #hurricanestrong #t\xe2\x80\xa6""",40.703801376206314,-74.22427401532158
55,2019-07-30 15:04:20,"Dai un'occhiata alla mia foto su @twenty20app. Stones design of 112,  phone number for free emergency telephone num\xe2\x80\xa6 https://t.co/jUI1RNNEnO""",40.78892975570814,-74.06799867413096
56,2019-07-30 15:02:31,"Want to learn more about this case, head to https://t.co/TyCGcDxrLg \xf0\x9f\x91\x89https://t.co/spGCdPRrvh\n\n#healing #medicine\xe2\x80\xa6 https://t.co/wcJOAgx2Yh'",40.82448424604388,-74.22683430024354
57,2019-07-30 15:00:40,"Tough times don't last. Tough and prepared people do.\nhttps://t.co/dYG8WMj2iP\n\n#preparedness #hurricaneprep\xe2\x80\xa6 https://t.co/qSZNEjJQUR""",40.77537225180731,-73.8037430127358
58,2019-07-30 15:00:28,"In a #plumbing #emergency, do you know how to shut off your water? We can help. #Brooklyn https://t.co/0t5ul3AmO6'",40.81588563404075,-74.08658310286631
59,2019-07-30 14:58:28,RT @Advantahc: New #Paediatricians and #Emergency Physicians arriving into the #UK this week and next!\n\nIf your department needs large grou\xe2\x80\xa6',40.7773029634213,-73.87998176704545
60,2019-07-30 14:58:25,RT @SpeechFree911: Remove the barriers to \xf0\x9f\x93\xb1&amp;\xe2\x8c\x9a\xef\xb8\x8f#Emergency Callers not being able to verbally #communicate their Emergency location or situat\xe2\x80\xa6',40.652724937597604,-73.82194209336424
61,2019-07-30 14:58:00,RT @SpeechFree911: SafeTracer provides #Emergency Caller location finding &amp; @SpeechFree911 #communication exclusively for the \xe2\x80\x9cPublic\xe2\x80\x9d faci\xe2\x80\xa6',40.56965953944471,-74.14183845031984
62,2019-07-30 14:56:07,"RT @GreyMattersPR: Give way to #emergency vehicles or give away \xe2\x82\xb910,000.\n\nMotor Vehicles (Amendment) Bill makes it mandatory to give way to\xe2\x80\xa6'",40.57316589882379,-73.79468061940567
63,2019-07-30 14:56:06,"RT @mrpresidentsay_: Exercising my #rights to #free #speech, #resist tyranny, &amp; #freedom. \n\nMr. President, Say What?! sells for $17.76 (pap\xe2\x80\xa6'",40.83883619179297,-74.22005763378755
64,2019-07-30 14:55:41,#Chichester #freemasons pleased to offer their support to  @airambulancekss Air Ambulance KSS #charity providing\xe2\x80\xa6 https://t.co/bV5gLWkasc',40.67701804679245,-73.91828654595211
65,2019-07-30 14:51:51,@wasimakhtar1955 #shameonyou and #shameongovt nothing developed in past several year and no infrastructure planning\xe2\x80\xa6 https://t.co/nIe3hPTVYC',40.85443482527001,-73.74003716707357
66,2019-07-30 14:49:13,RT @OccupyRedding: PLEASE SHARE VIDEO ! Is #Redding #California Dying Part 2 https://t.co/ZriNxkYULE @Mariafoscarinis @GotNoPlace @Ntl_Home\xe2\x80\xa6',40.74508303343335,-73.72385934803916
67,2019-07-30 14:48:56,Floor marking can help improve response to fire-related emergencies in any facility. Learn how it can add visibilit\xe2\x80\xa6 https://t.co/P3XxItD6YG',40.73278586309588,-74.12489438627581
68,2019-07-30 14:44:00,Roadside Assistance San Diego County \n\nhttps://t.co/1rJPfiSR38\n\n#RoadsideAssistance #SanDiegoCounty \n#emergency\xe2\x80\xa6 https://t.co/oWXTjz5CUP',40.67095694921425,-74.08414634406302
69,2019-07-30 14:38:44,Do you like wrestling/lucha libre/puroresu??? #Emergency',40.845576239069096,-74.22918336352669
70,2019-07-30 14:31:38,https://t.co/7JZv0BIW6m\n\n60 with PTSD!\n\nPlease help! #charity #Homeless #leicester #giving #community\xe2\x80\xa6 https://t.co/VSnKB2gBql',40.54895517181132,-74.10726033290901
71,2019-07-30 14:30:47,Water may be an essential part of our lives but it can cause serious damage to your home or office. Service Master\xe2\x80\xa6 https://t.co/uhhGogAJLx',40.59955819188418,-74.13027849661283
72,2019-07-30 14:30:30,"Are you looking for #shopfitting companies #Romford, #London?\n\nEmergency Shopfitters Ltd experienced, friendly and\xe2\x80\xa6 https://t.co/YJyunru0KE'",40.822985210957604,-73.76583420868066
73,2019-07-30 14:30:30,The #ExtinctionRebellion symbol appearing around the #world provides a potent visual message that time is running o\xe2\x80\xa6 https://t.co/xsKM2MSBDP',40.761136404395344,-74.0823717031698
74,2019-07-30 14:29:10,"Low battery? \nPull, plug, stick n speak! \nAvailable online: https://t.co/kaXNYTvxcU\n#smartphone #batteries\xe2\x80\xa6 https://t.co/YK505puLRY'",40.594712488054746,-74.21777328527973
75,2019-07-30 14:15:00,RT @RegencyDRT: Do you know what to do if you find yourself trapped in your car during a flood?\n\nFollow us for more!\n\n#regencydrt #flood #w\xe2\x80\xa6',40.76023616325139,-73.95294979143968
76,2019-07-30 14:12:34,RT @BloodAid: #Patna #Emergency Need 2 units O+ #blood @ AIIMS Hopital. Call 9931977137 #Bloodaid via @Gunjan9732 cc @B4Deo #BloodMatters',40.84732117768411,-74.1131135741096
77,2019-07-30 14:08:19,"Watch out for emergency vehicles, life happens to fast, hope for a speedy recovery Ryan  #safety #emergency\xe2\x80\xa6 https://t.co/mUrLORKDeC'",40.70621638881815,-74.06924183861769
78,2019-07-30 14:07:42,RT @BloodAid: #Patna #Emergency Need 2 units O+ #blood @ AIIMS Hopital. Call 9931977137 #Bloodaid via @Gunjan9732 cc @B4Deo #BloodMatters',40.75722423624473,-73.97608772358609
79,2019-07-30 14:07:23,"RT @BloodAid: #Hyderabad #Emergency Need O-ve #blood platelets for #Dengue fighter baby @ Anupama hospital, Kukatpally. Call 9912208685 #Bl\xe2\x80\xa6'",40.807531542374385,-74.14649021399666
80,2019-07-30 14:07:11,RT @BloodAid: #Secunderabad #Emergency Need Any group #blood @ Gandhi hospital. Call 9704439059 #BloodAid via @AkshayReddy_K cc @warasiguda\xe2\x80\xa6',40.55723757000899,-74.24072025156015
81,2019-07-30 14:06:36,"On July 29, 2019, #SarvodayaHospital &amp; Research Centre organised an interactive &amp; educative hands-on #workshop on\xe2\x80\xa6 https://t.co/8ZW2CjGELj'",40.87338989112889,-74.11838823462647
82,2019-07-30 14:05:22,Inspecting your Septic System and Holding Tanks is critical to Catching a problem early with preventative services\xe2\x80\xa6 https://t.co/hfkmPgFbun',40.89958479132934,-73.93800119136753
83,2019-07-30 14:04:47,"RT @HoxworthUC: #CRITICAL APPEAL: Due to multiple traumas &amp; organ transplants, Hoxworth is in #emergency need of red cells from ALL #bloodt\xe2\x80\xa6'",40.57212722983771,-74.04376899367071
84,2019-07-30 14:01:47,"""Friendship is a gift. A true gift.\nCherish and live it and make the most of it."" Thank you all for being a friend\xe2\x80\xa6 https://t.co/hxfNHXIoQf'",40.76197900411037,-73.89147002330817
85,2019-07-30 14:01:27,Do you know what to do if you find yourself trapped in your car during a flood?\n\nFollow us for more!\n\n#regencydrt\xe2\x80\xa6 https://t.co/gaZYvVoJpk',40.9024587867625,-74.13282295723766
86,2019-07-30 14:00:20,"Today, the Vice President and the Principal Secretary of the Department for Disaster of #Malawi visited ACT Allianc\xe2\x80\xa6 https://t.co/60E9enuzYj'",40.55144616137751,-74.04606306371298
87,2019-07-30 13:57:44,"#EMERGENCY, EMERGENCY, PROCEED WITH #CAUTION https://t.co/6qxjCrN8OU'",40.85864775151831,-73.9485624156912
88,2019-07-30 13:41:43,"RT @barbaravitali2: Happy Birthday to #RobertFuller July 29,1933 #TeenageThunder #TheHardRide #ReturnOfTheSeven #Emergency https://t.co/Kst\xe2\x80\xa6'",40.6316091765595,-74.23361739266237
89,2019-07-30 13:35:24,We know when it goes wrong it sometimes goes wrong in a big way! If your ever #stuck like Renault #moving products\xe2\x80\xa6 https://t.co/LClcxV9CUB',40.82803152455552,-73.77170282476182
90,2019-07-30 13:35:00,Sometimes it\xe2\x80\x99s the right tools. Sometimes it\xe2\x80\x99s experience. \nSometimes it\xe2\x80\x99s both. \n\n#TreeJob\n\n#Atlanta\xe2\x80\xa6 https://t.co/robPbtQ2qb',40.61909210049491,-73.9331318552246
91,2019-07-30 13:32:45,RT @BloodAid: #Patna #Emergency Need 2 units O+ #blood @ AIIMS Hopital. Call 9931977137 #Bloodaid via @Gunjan9732 cc @B4Deo #BloodMatters',40.78147086891715,-73.9141463424701
92,2019-07-30 13:30:22,RT @BloodAid: #Patna #Emergency Need 2 units O+ #blood @ AIIMS Hopital. Call 9931977137 #Bloodaid via @Gunjan9732 cc @B4Deo #BloodMatters',40.60181781494497,-74.0130390401479
93,2019-07-30 13:29:55,"Of course #IndiraGandhi had her grave faults (#Emergency!"" @arunjaitley @narendramodi @amitshah et al keep shouting\xe2\x80\xa6 https://t.co/H3VPoEgFny'",40.833494462551045,-73.94836146001285
94,2019-07-30 13:28:02,RT @BloodAid: #Patna #Emergency Need 2 units O+ #blood @ AIIMS Hopital. Call 9931977137 #Bloodaid via @Gunjan9732 cc @B4Deo #BloodMatters',40.70432436701975,-73.84916074747915
95,2019-07-30 13:15:56,RT @BloodAid: #Patna #Emergency Need 2 units O+ #blood @ AIIMS Hopital. Call 9931977137 #Bloodaid via @Gunjan9732 cc @B4Deo #BloodMatters',40.58092045489776,-74.18409863266349
96,2019-07-30 13:15:04,RT @dsolutionsllc: Good morning #Disaster Solutions #community! Get your #family #prepared today at https://t.co/x8MO0mfy3J #emergency #flo\xe2\x80\xa6',40.65912831663668,-73.72763553814231
97,2019-07-30 13:14:48,#WhatWouldYouDo? NEED #EMERGENCY #StormDamage HELP?#Restoration? #Reconstruction? #WaterDamage? #LightningStrike\xe2\x80\xa6 https://t.co/6SURBJe7dn',40.568988929304275,-74.20391942348851
98,2019-07-30 13:14:25,RT @Gunjan9732: #Patna #emergency need blood\n#Patient  dinesh deshra\n#Age  3  #Patient from deoghar\n#Problem  blood cancer\n#Blood group  0+\xe2\x80\xa6',40.61612103359526,-74.12647906918347
99,2019-07-30 13:11:09,"While everyone is expectant about the #BBNaijaTwist tonight,\nDo not forget to follow this simple #SafetyTip.\nStay S\xe2\x80\xa6 https://t.co/Uc4TEwdlB0'",40.70132808485901,-74.13004200841644
100,2019-07-30 13:09:25,"RT @VaDOTHR: Did you know Virginia's Sales Tax Holiday includes items such as radios, flashlights, generators and other #emergency prepared\xe2\x80\xa6""",40.74014750794446,-73.74066996089681
101,2019-07-30 13:08:53,"RT @EmroApp: While everyone is expectant about the #BBNaijaTwist tonight,\nDo not forget to follow this simple #SafetyTip.\nStay Safe...\n\nBy\xe2\x80\xa6'",40.80428756418537,-74.19793373471225
102,2019-07-30 13:02:53,RT @BloodAid: #Patna #Emergency Need 2 units O+ #blood @ AIIMS Hopital. Call 9931977137 #Bloodaid via @Gunjan9732 cc @B4Deo #BloodMatters',40.83731142458782,-73.72738698938815
103,2019-07-30 13:02:34,Book a Quick Charter Air Ambulance Service in Raipur with Hifly ICU\nhttps://t.co/jxC4DlgyGp\n#AirAmbulanceInRaipur\xe2\x80\xa6 https://t.co/DJsfEzeuaM',40.67049613205682,-73.74250663306775
104,2019-07-30 13:01:57,"RT @CDCemergency: Effective handwashing is a practical skill that you can easily learn, teach to others, &amp; use every day to #PrepYourHealth\xe2\x80\xa6'",40.865792209915696,-73.77208817387769
105,2019-07-30 13:01:08,Good morning #Disaster Solutions #community! Get your #family #prepared today at https://t.co/x8MO0mfy3J #emergency #flood #tornado #storm',40.611535641035644,-73.72937311155371
106,2019-07-30 13:00:00,"Emergency room in 2018 : 125\xe2\x80\x99417 cases, 1 emergency case every 5 minutes, 70'115 calls to 144, 356 flights operated\xe2\x80\xa6 https://t.co/kQm1COCMIS""",40.867925411934706,-74.13933489711822
107,2019-07-30 12:59:26,RT @EMERG_NC: @csfinch Thanks for Following @EMERG_NC For a Property Damage EMERG+NC Call 844 EMERG-NC  We Work For You  No Conflicts of In\xe2\x80\xa6',40.87991870596217,-74.1932814220595
108,2019-07-30 12:59:06,@csfinch Thanks for Following @EMERG_NC For a Property Damage EMERG+NC Call 844 EMERG-NC  We Work For You  No Confl\xe2\x80\xa6 https://t.co/lY0RgtWgGL',40.90176206088853,-74.12523312398993
109,2019-07-30 12:56:33,RT @EMERG_NC: #WatchNow #KitchenFire? #SmokeDamage?#FireDamage? For a Property Damage EMERG+NC Call 919 EMERG-NC! Consumer Direct Insurance\xe2\x80\xa6',40.60786438646692,-73.7949296351179
110,2019-07-30 12:56:27,RT @EMERG_NC: #NeedWaterDamageHelp? #StandingInWater? Property Damage EMERG+NC? Call 844 EMERG-NC Consumer Direct Insurance Claim Services\xe2\x80\xa6',40.644374515906364,-74.04544808721403
111,2019-07-30 12:56:09,RT @EMERG_NC: #WhatWouldYouDo? NEED #EMERGENCY #HELP? #BurstPipe #DIYPlumbing? #WaterDamage? #Overflow? Call 844 EMERG-NC! Consumer Direct\xe2\x80\xa6',40.66342148259656,-74.00304626753793
112,2019-07-30 12:54:32,RT @BloodAid: #Secunderabad #Emergency Need Any group #blood @ Gandhi hospital. Call 9704439059 #BloodAid via @AkshayReddy_K cc @warasiguda\xe2\x80\xa6',40.86318003661551,-74.19097960875047
113,2019-07-30 12:48:19,When is the Emergency Department the Right Choice? https://t.co/dnH06NDdPX #HMHforU #HealthTips #HealthEducation #Emergency',40.64947320484421,-74.02151652526062
114,2019-07-30 12:42:31,Lagos State Government Releases Updated Lists of Emergency Numbers https://t.co/KqNwGsRKaW\n#LASG #LASMA #LASTMA\xe2\x80\xa6 https://t.co/Rvuv7raDa6',40.55207393206757,-73.78762969015014
115,2019-07-30 12:40:21,Did you know we have Facebook Page? Follow us @queensdrivedental\n\n#facebook #followus #Dental #scotland\xe2\x80\xa6 https://t.co/DPI8v2EDUd',40.65086244042989,-74.13191278560788
116,2019-07-30 12:39:09,#WhatWouldYouDo? NEED #EMERGENCY #HELP? #BurstPipe #DIYPlumbing? #WaterDamage? #Overflow? Call 844 EMERG-NC! Consum\xe2\x80\xa6 https://t.co/MTGJ4VN2sf',40.74636092344593,-74.02019010246065
117,2019-07-30 12:28:47,RT @BloodAid: #Patna #Emergency Need 2 units O+ #blood @ AIIMS Hopital. Call 9931977137 #Bloodaid via @Gunjan9732 cc @B4Deo #BloodMatters',40.697570388943056,-74.04841255045635
118,2019-07-30 12:28:21,"Happy Birthday to #RobertFuller July 29,1933 #TeenageThunder #TheHardRide #ReturnOfTheSeven #Emergency https://t.co/KstxxCyjZ8'",40.79763403930667,-73.72777126163793
119,2019-07-30 12:27:09,#NeedWaterDamageHelp? #StandingInWater? Property Damage EMERG+NC? Call 844 EMERG-NC Consumer Direct Insurance Claim\xe2\x80\xa6 https://t.co/9mikV1pJE5',40.73387644364248,-73.7923582410457
120,2019-07-30 12:25:42,"RT @mrpresidentsay_: Exercising my #rights to #free #speech, #resist tyranny, &amp; #freedom. \n\nMr. President, Say What?! sells for $17.76 (pap\xe2\x80\xa6'",40.55262826827557,-73.97074305869965
121,2019-07-30 12:20:14,#Emergency \nO+ve 1 pint Blood Needed at Bhaktapur Cancer hospital\nfor Cancer Operation as soon as possible by today\xe2\x80\xa6 https://t.co/LzuiVSLaFW',40.744674973765505,-74.15822593242791
122,2019-07-30 12:11:40,RT @BloodAid: #Patna #Emergency Need 2 units O+ #blood @ AIIMS Hopital. Call 9931977137 #Bloodaid via @Gunjan9732 cc @B4Deo #BloodMatters',40.53853656796546,-74.16783425497036
123,2019-07-30 12:10:08,"How are your CPR skills? We\xe2\x80\x99d love to hear from you if you\xe2\x80\x99ve ever had to perform CPR, and maybe you can help someo\xe2\x80\xa6 https://t.co/DKs6Q2TRMx'",40.698494146009615,-74.18957147079738
124,2019-07-30 12:08:37,"WHO IS TERRA SECURITY MONITORING? \nWe present you our latest technology ""SOS MY BODYGUARD"" application.The first SO\xe2\x80\xa6 https://t.co/4LaKLXCKuH'",40.81160425448039,-74.14020154463893
